#	Id	ClassId	NameStringId	LevelDesignGroupId		MissionGroupPresetId	MissionGrooupIndex					MissionLV		UIDisplayType	CanReDoThisMission	RegularMissonPresetId	ChildrenMissionPresetId1	ChildrenMissionPresetId2	ChildrenMissionPresetId3	ChildrenMissionPresetId4	LevelDesignID	MainID	SubID	StartMissionScript 	EndMissionScript	BelongToMissionId	MissionItemIdOnAcceptMission1	MissionItemCountOnAcceptMission1	MissionItemIdOnAcceptMission2	MissionItemCountOnAcceptMission2	MissionItemIdOnAcceptMission3	MissionItemCountOnAcceptMission3	MissionItemIdOnAcceptMission4	MissionItemCountOnAcceptMission4	AcceptMissionNPCID		AcceptMissionLevelDesignId		ReturnMissionNPCID	ReturnMissionPosition		ReturnMissionLevelDesignId		CompleteMissionCausalityStringStartId	CompleteMissionCausalityStringEndId	MissionTargetStringId	MissionTargetLevelDesignId	MissionTargetPosition	MissionDescStringID	AcceptConversationID	UnFinishMissionAcceptID	UnFinishMissionReturnID	ReturnConversationID	RewardExp			RewardGP	RewardPrestige	RewardSkillId	RewardLimit	RewardID1	RewardCount1	RewardRate1	RewardID2	RewardCount2	RewardRate2	RewardID3	RewardCount3	RewardRate3	RewardID4	RewardCount4	RewardRate4	RewardID5	RewardCount5	RewardRate5	Visible	GfxId	AutoShare	bMainMission							
#	Id																																																									30%																						21					20	
#	Id	Class 編號	名稱StringID	關卡群組	任務名稱（10字）	屬於哪一個任務群組	在任務群組的第幾個順位	所在關卡(動物城)	任務類型	人數類型	重接	任務樹承接等級顯示	任務難度等級	UI顯示類別	是否可以重覆解	制式任務追蹤編號	附屬子任務1	附屬子任務2	附屬子任務3	附屬子任務4	開啟LevelDesign	主標記	副標記	開始Script	結束Script 	"所屬任務
(步驟)"	承接任務時獲得的物品編號1	承接任務時獲得的物品數量1	承接任務時獲得的物品編號2	承接任務時獲得的物品數量2	承接任務時獲得的物品編號3	承接任務時獲得的物品數量3	承接任務時獲得的物品編號4	承接任務時獲得的物品數量4	接任務NPC	接任務NPC	接任務地點	接任務地點	還任務NPC	"任務追蹤
還任務NPC座標"	還任務NPC	還任務地點	還任務地點	任務目標String起始編號	任務目標String結尾編號	"任務追蹤
任務對象String"	"任務追蹤
對象所在關卡"	"任務追蹤
對象座標"	任務描述	接任務對話	任務提示(接取NPC)	任務提示(回報NPC)	還任務對話	獎勵Exp	修正以前獎勵Exp	任務種類備註	獎勵 GP	獎勵聲望	獎勵 技能	獎勵物品數量上限	"獎勵1物品
裝備飾品"	獎勵1數量	獎勵1機率	"獎勵2物品
藥水"	獎勵2數量	獎勵2機率	"獎勵3物品
武卷卷軸"	獎勵3數量	獎勵3機率	"獎勵4物品
防卷卷軸"	獎勵4數量	獎勵4機率	"獎勵5物品
傳卷復活"	獎勵5數量	獎勵5機率	顯示	圖檔	自動分享	主線與否	任務所需時間(秒)	目標怪物EXP	怪物擊殺目標隻數	殺夠怪物須過關次數	單級關卡GP參考	獎勵GP計算	原始排序
	118	9300	2000118	1006	提升官階為少校	34	16		不重複：特殊	0	否	1	50	0	0	118						118	0		Mission100End										40087	關勝	3	第一主城	40087	3959 0 385	關勝	3	第一主城	8000118	8000118	3200084			8010111	8021218	8021219		8021220	0		對話	0	0																												57
	119	9300	2000119	1006	提升官階為指揮官	34	18		不重複：特殊	0	否	1	50	0	0	119						119	0		Mission100End										40087	關勝	3	第一主城	40087	3959 0 385	關勝	3	第一主城	8000119	8000119	3200084			8010111	8021218	8021219		8021220	0		對話	0	0																												58
	120	9300	2000120	1006	提升官階為元帥	34	20		不重複：特殊	0	否	1	55	0	0	120						120	0		Mission100End										40087	關勝	3	第一主城	40087	3959 0 385	關勝	3	第一主城	8000120	8000120	3200084			8010111	8021218	8021219		8021220	0		對話	0	0																												59
	121	9300	2000121	1006	提升官階為總元帥	34	22		不重複：特殊	0	否	1	65	0	0	121						121	0		Mission100End										40087	關勝	3	第一主城	40087	3959 0 385	關勝	3	第一主城	8000121	8000121	3200084			8010111	8021218	8021219		8021220	0		對話	0	0																												60
#守護神任務																																																																																						61
#	131	9300	2000131	1001	求得布袋和尚的庇祐	0	0	英雄城1	不重複：特殊	0	是	30	30	0	1	131						131	0	Mission131Start											40090	廟公	3	第一主城	40090	4690 0 310	廟公	3	第一主城	8000131	8000131	3200093	3	4830 0 360	8010715	8021224	8021225		8021226	0		重複	0	0		1	2984	1	3000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"334,602"	"16,730"	62
#	132	9300	2000132	1001	求得福德正神的庇祐	0	0	英雄城2	不重複：特殊	0	是	40	40	0	1	132						132	0	Mission132Start											40091	方丈	2001	第二主城	40091	3530 0 -1470	方丈	2001	第二主城	8000131	8000131	3200093	2001	4100 0 -2100	8010716	8021227	8021228		8021229	0		重複	0	0		1	2988	1	2000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"1,115,686"	"55,780"	63
#	133	9300	2000133	1001	求得媽祖娘娘的庇祐	0	0	英雄城3	不重複：特殊	0	是	50	50	0	1	133						133	0	Mission133Start											40092	住持	2002	第三主城	40092	1633 0 1475	住持	2002	第三主城	8000131	8000131	3200093	2002	1880 0 1200	8010717	8021230	8021231		8021232	0		重複	0	0		1	2993	1	1000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"3,210,126"	"160,510"	64
#	134	9300	2000134	1001	求得地藏王的庇祐	0	0	英雄城3	不重複：特殊	0	是	60	60	0	1	134						134	0	Mission134Start											40092	住持	2002	第三主城	40092	1633 0 1475	住持	2002	第三主城	8000131	8000131	3200093	2002	1880 0 1200	8010718	8021233	8021234		8021235	0		重複	0	0		1	2997	1	500	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"8,347,477"	"417,370"	65
#	135	9300	2000135	1001	求得星光的保護	0	0	英雄城2	不重複：特殊	0	是	35	35	0	1	135						135	0	Mission135Start											40091	方丈	2001	第二主城	40091	3530 0 -1470	方丈	2001	第二主城	8000131	8000131	3200093	2001	4100 0 -2100	8010719	8021236	8021237		8021238	0		重複	0	0		1	2980	1	1000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"623,589"	"31,180"	66
#	136	9300	2000136	1001	求得祝福的保護	0	0	英雄城3	不重複：特殊	0	是	45	45	0	1	136						136	0	Mission136Start											40092	住持	2002	第三主城	40092	1633 0 1475	住持	2002	第三主城	8000131	8000131	3200093	2002	1880 0 1200	8010720	8021239	8021240		8021241	0		重複	0	0		1	2989	1	600	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"1,921,235"	"96,060"	67
#	137	9300	2000137	1001	求得希望的保護	0	0	英雄城3	不重複：特殊	0	是	55	55	0	1	137						137	0	Mission137Start											40092	住持	2002	第三主城	40092	1633 0 1475	住持	2002	第三主城	8000131	8000131	3200093	2002	1880 0 1200	8010721	8021242	8021243		8021244	0		重複	0	0		1	2998	1	300	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"5,232,652"	"261,630"	68
#	138	9300	2000138	1001	求得幸運聖靈的保護	0	0	英雄城1	不重複：特殊	0	是	30	30	0	1	138						138	0	Mission138Start											40093	修行者	3	第一主城	40093	1870 0 -1000	修行者	3	第一主城	8000131	8000131	3200105	3	2000 0 -1385	8010722	8021245	8021246		8021247	0		重複	0	0		1	3000	1	3000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"334,602"	"16,730"	69
#	139	9300	2000139	1001	求得天使的保護	0	0	英雄城2	不重複：特殊	0	是	40	40	0	1	139						139	0	Mission139Start											40094	苦行者	2001	第二主城	40094	3180 0 -1500	苦行者	2001	第二主城	8000131	8000131	3200105	2001	2320 0 -1985	8010723	8021248	8021249		8021250	0		重複	0	0		1	3001	1	2000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"1,115,686"	"55,780"	70
#	140	9300	2000140	1001	求得丘比特的保護	0	0	英雄城3	不重複：特殊	0	是	50	50	0	1	140						140	0	Mission140Start											40095	長老	2002	第三主城	40095	-337 0 1490	長老	2002	第三主城	8000131	8000131	3200105	2002	-1647 0 1205	8010724	8021251	8021252		8021253	0		重複	0	0		1	3002	1	1000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"3,210,126"	"160,510"	71
#	141	9300	2000141	1001	求得雅典娜的保護	0	0	英雄城3	不重複：特殊	0	是	60	60	0	1	141						141	0	Mission141Start											40095	長老	2002	第三主城	40095	-337 0 1490	長老	2002	第三主城	8000131	8000131	3200105	2002	-1647 0 1205	8010725	8021254	8021255		8021256	0		重複	0	0		1	3003	1	500	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"8,347,477"	"417,370"	72
#	142	9300	2000142	1001	求得星光寶盒	0	0	英雄城2	不重複：特殊	0	是	35	35	0	1	142						142	0	Mission142Start											40094	苦行者	2001	第二主城	40094	3180 0 -1500	苦行者	2001	第二主城	8000131	8000131	3200105	2001	2320 0 -1985	8010726	8021257	8021258		8021259	0		重複	0	0		1	20030	1	10000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"623,589"	"31,180"	73
#	143	9300	2000143	1001	求得祝福寶盒	0	0	英雄城3	不重複：特殊	0	是	45	45	0	1	143						143	0	Mission143Start											40095	長老	2002	第三主城	40095	-337 0 1490	長老	2002	第三主城	8000131	8000131	3200105	2002	-1647 0 1205	8010727	8021260	8021261		8021262	0		重複	0	0		1	20032	1	10000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"1,921,235"	"96,060"	74
#	144	9300	2000144	1001	求得希望寶盒	0	0	英雄城3	不重複：特殊	0	是	55	55	0	1	144						144	0	Mission144Start											40095	長老	2002	第三主城	40095	-337 0 1490	長老	2002	第三主城	8000131	8000131	3200105	2002	-1647 0 1205	8010728	8021263	8021264		8021265	0		重複	0	0		1	20034	1	10000	30022	1	100	30023	1	100	30027	1	100	30029	1	100									"5,232,652"	"261,630"	75
	145	9300	2000145	1008	雪中送炭-涼爽夏裝	0	0	英雄城1	不重複：特殊	0	是	28	28	0	0	145						145	0	Mission145Start	Mission145End										40150	善心人	3	英雄城1	40150	4871 0 354	善心人	3	英雄城1	8000132	8000132	8040021			8010729	8021683	8021684		8021685	0		打怪	0	0																								10				76
	146	9300	2000146	1008	強化涼爽夏裝	0	0	英雄城1	不重複：特殊	0	是	28	28	0	0	146						146	0		Mission146End										40150	善心人	3	英雄城1	40150	4872 0 354	善心人	3	英雄城1	8000133	8000133	3200010	3	2613 0 1681	8010730	8021686	8021687		8021688	0		重複	0	0																												77
	147	9300	2000147	1008	吳用的營養秘方(蘿蔔)	0	0	英雄城1	不重複：特殊	0	是	28	28	0	0	147						147	0	Mission147Start											40150	善心人	3	英雄城1	40002	-191 0 -900	智多星 吳用	3	英雄城1	8000134	8000134	3200002			8010731	8021689	8021690		8021691	0		對話	0	0																												78
	148	9300	2000148	1008	巨大營養蘿蔔	0	0	英雄城1	不重複：特殊	0	是	28	28	0	0	148						148	0		Mission148End										40002	智多星 吳用	3	英雄城1	40150	4871 0 354	善心人	3	英雄城1	8000135	8000135	3200150	1014	-78 0 264	8010732	8021692	8021693	8021693	8021694	0		重複	0	0		2	3000	1	10000	30022	1	100	30023	2	100	30027	1	500	30029	1	500											79
	149	9300	2000149	1008	雪中送炭-高級球鞋	0	0	英雄城2	不重複：特殊	0	是	38	38	0	0	149						149	0	Mission149Start	Mission149End										40150	善心人	2001	英雄城2	40150	3269 0 -1445	善心人	2001	英雄城2	8000136	8000136	8040022			8010733	8021695	8021696		8021697	0		打怪	0	0																								15				80
	150	9300	2000150	1008	強化高級球鞋	0	0	英雄城2	不重複：特殊	0	是	38	38	0	0	150						150	0		Mission150End										40150	善心人	2001	英雄城2	40150	3269 0 -1445	善心人	2001	英雄城2	8000137	8000137	3200010	2001	1947 0 114	8010734	8021698	8021699		8021700	0		重複	0	0																												81
	151	9300	2000161	1008	膽大士兵的營養秘方	0	0	英雄城2	不重複：特殊	0	是	38	38	0	0	151						151	0	Mission151Start											40150	善心人	2001	英雄城2	40164	587 -0 251	膽大的士兵	1004	象城野外2	8001876	8001876	3200166			8010735	8021689	8021797		8021691	0		對話	0	0																												82
	152	9300	2000151	1008	巨大營養香蕉	0	0	英雄城2	不重複：特殊	0	是	38	38	0	0	152						152	0		Mission152End										40164	膽大的士兵	1004	象城野外2	40150	3269 0 -1445	善心人	2001	英雄城2	8000138	8000138	3200151	1004	2589 99 4044	8010736	8021701	8021702	8021702	8021703	0		重複	0	0		2	3002	1	10000	30022	1	100	30023	2	100	30027	1	500	30029	1	500											83
	153	9300	2000152	1008	雪中送炭-禦寒大衣	0	0	英雄城3	不重複：特殊	0	是	48	48	0	0	153						153	0	Mission153Start	Mission153End										40150	善心人	2002	英雄城3	40150	-434 0 1549	善心人	2002	英雄城3	8000139	8000139	8040023			8010737	8021704	8021705		8021706	0		打怪	0	0																								20				84
	154	9300	2000153	1008	強化禦寒大衣	0	0	英雄城3	不重複：特殊	0	是	48	48	0	0	154						154	0		Mission154End										40150	善心人	2002	英雄城3	40150	-434 0 1549	善心人	2002	英雄城3	8000140	8000140	3200010	2002	-762 4 -37	8010738	8021707	8021708		8021709	0		重複	0	0																												85
	155	9300	2000162	1008	彪城村民的營養秘方	0	0	英雄城3	不重複：特殊	0	是	48	48	0	0	155						155	0	Mission155Start											40150	善心人	2002	英雄城3	40055	809 -0 179	彪城村民	1006	彪城野外2	8000664	8000664	3200053			8010739	8021689	8021798		8021691	0		對話	0	0																												86
	156	9300	2000154	1008	巨大營養鳳梨	0	0	英雄城3	不重複：特殊	0	是	48	48	0	0	156						156	0		Mission156End										40055	彪城村民	1006	彪城野外2	40150	-434 0 1549	善心人	2002	英雄城3	8000141	8000141	3200152	1006	2125 0 2873	8010740	8021710	8021711	8021711	8021712	0		重複	0	0		2	3001	1	10000	30022	1	100	30023	2	100	30027	1	500	30029	1	500											87
	157	9300	2000155	1008	雪中送炭-溫暖帳篷	0	0	英雄城3	不重複：特殊	0	是	58	58	0	0	157						157	0	Mission157Start	Mission157End										40150	善心人	2002	英雄城3	40150	-434 0 1549	善心人	2002	英雄城3	8000142	8000142	8040024			8010741	8021713	8021714		8021715	0		打怪	0	0																								20				88
	158	9300	2000156	1008	強化溫暖帳篷	0	0	英雄城3	不重複：特殊	0	是	58	58	0	0	158						158	0		Mission158End										40150	善心人	2002	英雄城3	40150	-434 0 1549	善心人	2002	英雄城3	8000143	8000143	3200010	2002	-762 4 -37	8010742	8021716	8021717		8021718	0		重複	0	0																												89
	159	9300	2000163	1008	關勝的營養秘方	0	0	英雄城3	不重複：特殊	0	是	58	58	0	0	159						159	0	Mission159Start											40150	善心人	2002	英雄城3	40145	2450 -0 614	討逆關勝	1024	鷹城野外4	8000511	8000511	3200084			8010743	8021689	8021799		8021691	0		對話	0	0																												90
	160	9300	2000157	1008	巨大營養葡萄	0	0	英雄城3	不重複：特殊	0	是	58	58	0	0	160						160	0		Mission160End										40145	討逆關勝	1024	鷹城野外4	40150	-434 0 1549	善心人	2002	英雄城3	8000144	8000144	3200153	1024	1522 0 2477	8010744	8021719	8021720	8021720	8021721	0		重複	0	0		2	3003	1	10000	30022	1	100	30023	2	100	30027	1	500	30029	1	500											91
	161	9300	2000158	1008	傳遞星光	0	0	英雄城2	不重複：特殊	0	是	33	35	0	1	161						161	0		Mission161End		20066	1							40150	善心人	2001	英雄城2	40002	-191 0 -900	智多星 吳用	3	英雄城1	8000145	8000145	3200002			8010745	8021722	8021723		8021724	0		對話	0	0		2	20030	1	10000	20030	2	10	20030	3	5	20030	4	2	20030	5	1									"623,589"	"31,180"	92
	162	9300	2000159	1008	傳遞祝福	0	0	英雄城3	不重複：特殊	0	是	43	45	0	1	162						162	0		Mission162End		20067	1							40150	善心人	2002	英雄城3	40002	-191 0 -900	智多星 吳用	3	英雄城1	8000146	8000146	3200002			8010746	8021725	8021726		8021727	0		對話	0	0		2	20032	1	10000	20032	2	10	20032	3	5	20032	4	2	20032	5	1									"1,921,235"	"96,060"	93
	163	9300	2000160	1008	傳遞希望	0	0	英雄城3	不重複：特殊	0	是	53	55	0	1	163						163	0		Mission163End		20068	1							40150	善心人	2002	英雄城3	40002	-191 0 -900	智多星 吳用	3	英雄城1	8000147	8000147	3200002			8010747	8021728	8021729		8021730	0		對話	0	0		2	20034	1	10000	20034	2	10	20034	3	5	20034	4	2	20034	5	1									"5,232,652"	"261,630"	94
#彈珠換裝備任務																																																																																						95
	171	9300	2000171	1008	晶瑩的藍色彈珠	0	0	英雄城1	不重複：特殊	0	否	20	25	0	0	171						171	0		Mission171End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000171	8000171	8040025			8010171	8021738	8021739		8021740	0	13		0	0		2	20077	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"178,594"	"8,930"	96
	172	9300	2000172	1008	深邃的藍色彈珠	0	0	英雄城1	不重複：特殊	0	否	20	25	0	0	172						172	0		Mission172End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000172	8000172	8040025			8010172	8021741	8021742		8021740	0	13		0	0		2	20078	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"178,594"	"8,930"	97
	173	9300	2000173	1008	美麗的藍色彈珠	0	0	英雄城1	不重複：特殊	0	否	20	25	0	0	173						173	0		Mission173End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000173	8000173	8040025			8010173	8021744	8021745		8021740	0	17		0	0		2	20079	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					2000				"178,594"	"8,930"	98
	174	9300	2000174	1008	神秘的藍色彈珠	0	0	英雄城1	不重複：特殊	0	否	20	25	0	0	174						174	0		Mission174End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000174	8000174	8040025			8010174	8021747	8021748		8021740	0	26		0	0		2	20080	1	10000	30022	1	3000	30023	1	2000	30024	1	600	30025	1	500					3000				"178,594"	"8,930"	99
	175	9300	2000175	1008	晶瑩的綠色彈珠	0	0	英雄城1	不重複：特殊	0	否	30	35	0	0	175						175	0		Mission175End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000175	8000175	8040025			8010175	8021750	8021751		8021740	0	19		0	0		2	20081	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"623,589"	"31,180"	100
	176	9300	2000176	1008	深邃的綠色彈珠	0	0	英雄城1	不重複：特殊	0	否	30	35	0	0	176						176	0		Mission176End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000176	8000176	8040025			8010176	8021753	8021754		8021740	0	19	收集彈珠	0	0		2	20082	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"623,589"	"31,180"	101
	177	9300	2000177	1008	美麗的綠色彈珠	0	0	英雄城1	不重複：特殊	0	否	30	35	0	0	177						177	0		Mission177End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000177	8000177	8040025			8010177	8021756	8021757		8021740	0	25	收集彈珠	0	0		2	20083	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					2000				"623,589"	"31,180"	102
	178	9300	2000178	1008	神秘的綠色彈珠	0	0	英雄城1	不重複：特殊	0	否	30	35	0	0	178						178	0		Mission178End										40153	收藏家魯智深	3	英雄城1	40153	1715 0 1505	收藏家魯智深	3	英雄城1	8000178	8000178	8040025			8010178	8021759	8021760		8021740	0	38	收集彈珠	0	0		2	20084	1	10000	30022	1	3000	30023	1	2000	30024	1	600	30025	1	500					3000				"623,589"	"31,180"	103
	179	9300	2000179	1008	晶瑩的黃色彈珠	0	0	英雄城1	不重複：特殊	0	否	40	45	0	0	179						179	0		Mission179End										40153	收藏家魯智深	2001	英雄城2	40153	2875 0 1490	收藏家魯智深	2001	英雄城2	8000179	8000179	8040025			8010179	8021762	8021763		8021740	0	28	收集彈珠	0	0		2	20085	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"1,921,235"	"96,060"	104
	180	9300	2000180	1008	深邃的黃色彈珠	0	0	英雄城1	不重複：特殊	0	否	40	45	0	0	180						180	0		Mission180End										40153	收藏家魯智深	2001	英雄城2	40153	2875 0 1490	收藏家魯智深	2001	英雄城2	8000180	8000180	8040025			8010180	8021765	8021766		8021740	0	28	收集彈珠	0	0		2	20086	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"1,921,235"	"96,060"	105
	181	9300	2000181	1008	美麗的黃色彈珠	0	0	英雄城1	不重複：特殊	0	否	40	45	0	0	181						181	0		Mission181End										40153	收藏家魯智深	2001	英雄城2	40153	2875 0 1490	收藏家魯智深	2001	英雄城2	8000181	8000181	8040025			8010181	8021768	8021769		8021740	0	37	收集彈珠	0	0		2	20087	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					2000				"1,921,235"	"96,060"	106
	182	9300	2000182	1008	神秘的黃色彈珠	0	0	英雄城1	不重複：特殊	0	否	40	45	0	0	182						182	0		Mission182End										40153	收藏家魯智深	2001	英雄城2	40153	2875 0 1490	收藏家魯智深	2001	英雄城2	8000182	8000182	8040025			8010182	8021771	8021772		8021740	0	55	收集彈珠	0	0		2	20088	1	10000	30022	1	3000	30023	1	2000	30024	1	600	30025	1	500					3000				"1,921,235"	"96,060"	107
	183	9300	2000183	1008	晶瑩的紅色彈珠	0	0	英雄城1	不重複：特殊	0	否	50	55	0	0	183						183	0		Mission183End										40153	收藏家魯智深	2002	英雄城3	40153	940 0 1475	收藏家魯智深	2002	英雄城3	8000183	8000183	8040025			8010183	8021774	8021775		8021740	0	35	收集彈珠	0	0		2	20089	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"5,232,652"	"261,630"	108
	184	9300	2000184	1008	深邃的紅色彈珠	0	0	英雄城1	不重複：特殊	0	否	50	55	0	0	184						184	0		Mission184End										40153	收藏家魯智深	2002	英雄城3	40153	941 0 1475	收藏家魯智深	2002	英雄城3	8000184	8000184	8040025			8010184	8021777	8021778		8021740	0	35	收集彈珠	0	0		2	20090	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					1500				"5,232,652"	"261,630"	109
	185	9300	2000185	1008	美麗的紅色彈珠	0	0	英雄城1	不重複：特殊	0	否	50	55	0	0	185						185	0		Mission185End										40153	收藏家魯智深	2002	英雄城3	40153	942 0 1475	收藏家魯智深	2002	英雄城3	8000185	8000185	8040025			8010185	8021780	8021781		8021740	0	47	收集彈珠	0	0		2	20091	1	10000	30022	1	2000	30023	1	3000	30024	1	500	30025	1	600					2000				"5,232,652"	"261,630"	110
	186	9300	2000186	1008	神秘的紅色彈珠	0	0	英雄城1	不重複：特殊	0	否	50	55	0	0	186						186	0		Mission186End										40153	收藏家魯智深	2002	英雄城3	40153	943 0 1475	收藏家魯智深	2002	英雄城3	8000186	8000186	8040025			8010186	8021783	8021784		8021740	0	71	收集彈珠	0	0		2	20092	1	10000	30022	1	3000	30023	1	2000	30024	1	600	30025	1	500					3000				"5,232,652"	"261,630"	111
#活動任務																																																																																						112
	200	9300	2000200	1007	聖派屈克節	0	0	英雄城1	不重複：特殊	0	否	1	1	0	0	200						200	0	Mission200Start											40152	綠衣小矮人	3	英雄城1	40152	3211 0 386	綠衣小矮人	3	英雄城1	8000200	8000200	3200155			8010200	8021732	8021733		8021734	0	0	活動	0	0		2	25010	1	10000	25009	1	10000																				113
	201	9300	2000201	1007	中國新年	0	0	英雄城1	不重複：特殊	0	否	1	1	0	0	201						201	0	Mission201Start											40151	李小春	3	英雄城1	40151	3211 0 386	李小春	3	英雄城1	8000201	8000201	3200154			8010201	8021735	8021736		8021737	0	0	活動	0	0		1	5026	1	10000																							114
#關卡點數任務																																																																																						115
	250	9300	2000250	1008	跳跳1獎	0	0	英雄城1	不重複：特殊	1	是	1	1~10	0	1	701						250	0		Mission250End										40003		3		40003	4070 0 1883		3		8000800	8000800	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	1	10000	30074	1	10000	30077	1	10000	30062	1	10000	30065	1	10000											116
	251	9300	2000251	1008	跳跳2獎	0	0	英雄城1	不重複：特殊	1	是	1	12~15	0	1	702						251	0		Mission251End										40003		3		40003	4070 0 1883		3		8000801	8000801	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	2	10000	30074	2	10000	30077	1	10000	30062	1	10000	30065	1	10000											117
	252	9300	2000252	1008	跳跳3獎	0	0	英雄城1	不重複：特殊	1	是	1	13~16	0	1	703						252	0		Mission252End										40003		3		40003	4070 0 1883		3		8000802	8000802	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	2	10000	30074	2	10000	30077	2	10000	30062	1	10000	30065	1	10000											118
	253	9300	2000253	1008	跳跳4獎	0	0	英雄城1	不重複：特殊	1	是	1	17~21	0	1	704						253	0		Mission253End										40003		3		40003	4070 0 1883		3		8000803	8000803	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	2	10000	30074	2	10000	30077	2	10000	30062	2	10000	30065	1	10000											119
	254	9300	2000254	1008	跳跳5獎	0	0	英雄城1	不重複：特殊	1	是	1	5~8	0	1	705						254	0		Mission254End										40003		3		40003	4070 0 1883		3		8000804	8000804	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	1	10000	30074	1	10000	30077	1	10000	30062	1	10000	30065	1	10000											120
	255	9300	2000255	1008	跳跳6獎	0	0	英雄城1	不重複：特殊	1	是	1	8~11	0	1	706						255	0		Mission255End										40003		3		40003	4070 0 1883		3		8000805	8000805	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	1	10000	30074	1	10000	30077	1	10000	30062	1	10000	30065	1	10000											121
	256	9300	2000256	1008	跳跳7獎	0	0	英雄城1	不重複：特殊	1	是	1	17~20	0	1	707						256	0		Mission256End										40003		3		40003	4070 0 1883		3		8000806	8000806	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	2	10000	30074	2	10000	30077	2	10000	30062	2	10000	30065	1	10000											122
	257	9300	2000257	1008	跳跳8獎	0	0	英雄城1	不重複：特殊	1	是	1	22~25	0	1	708						257	0		Mission257End										40003		3		40003	4070 0 1883		3		8000807	8000807	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	2	10000	30074	2	10000	30077	2	10000	30062	2	10000	30065	2	10000											123
	258	9300	2000258	1008	跳跳9獎	0	0	英雄城1	不重複：特殊	1	是	1	22~25	0	1	709						258	0		Mission258End										40003		3		40003	4070 0 1883		3		8000808	8000808	3400002			8010748	8021800	8021801		8021802	0	0	活動	0	0		1	30071	3	10000	30074	3	10000	30077	2	10000	30062	2	10000	30065	2	10000											124
